Year,Microorganism,Country,%R,N,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories,3GCREC,3GCRKP,AMINOGLYCOSIDES,AMINOPENICILLINS,CARBAPENEMS,CEFTAZIDIME,FLUOROQUINOLONES,GENTAMICIN,MACROLIDES,METICILLIN,PENICILLINS,PIPERACILLIN+TAZOBACTAM,THIRD-GENERATION CEPHALOSPORINS,VANCOMYCIN
2013,KLEBSIELLA PNEUMONIAE,Poland,52.5,366,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Greece,55.4,1166,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Slovakia,57.9,487,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Iceland,3.7,27,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Finland,4.0,397,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Sweden,1.7,700,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Norway,2.1,479,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Netherlands,7.2,641,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Austria,12.6,720,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Denmark,10.6,559,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,United Kingdom,9.7,743,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Belgium,12.6,143,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Germany,12.8,478,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Ireland,8.5,318,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Spain,10.2,1161,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Estonia,17.3,81,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Malta,12.3,57,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,France,17.8,1542,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Slovenia,22.4,196,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Cyprus,34.3,67,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Luxembourg,5.1,59,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Portugal,28.3,580,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Hungary,45.9,512,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Lithuania,50.6,81,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Croatia,55.5,281,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Czech Republic,48.2,1263,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Italy,46.5,701,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Poland,39.7,232,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Latvia,54.7,64,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Romania,70.6,17,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Bulgaria,75.6,127,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Greece,74.6,1686,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Iceland,7.7,26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Finland,2.5,404,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Sweden,2.1,934,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Norway,2.9,421,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Netherlands,8.1,720,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Austria,13.3,795,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Denmark,11.1,637,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,United Kingdom,5.3,935,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Belgium,13.6,668,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Germany,12.5,519,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Ireland,7.6,304,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Spain,13.4,1145,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Estonia,39.5,43,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Malta,13.5,52,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,France,25.3,1654,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Slovenia,30.2,232,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Cyprus,41.0,83,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Luxembourg,35.4,48,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Portugal,35.4,616,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Hungary,53.1,431,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Lithuania,60.6,137,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Croatia,48.2,299,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Czech Republic,48.3,1287,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Italy,45.9,627,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Poland,59.7,278,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Latvia,38.5,65,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Slovakia,68.2,466,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Romania,44.0,25,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Bulgaria,81.0,121,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,KLEBSIELLA PNEUMONIAE,Greece,75.8,1665,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Iceland,21.4,14,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Finland,1.7,536,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Sweden,2.8,976,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Norway,3.2,621,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Netherlands,6.7,683,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Austria,11.8,859,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Denmark,10.5,621,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,United Kingdom,11.8,931,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Belgium,16.5,540,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Germany,13.0,664,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Ireland,9.5,326,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Spain,16.7,1153,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Estonia,17.8,90,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Malta,26.3,57,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,France,22.6,1711,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Slovenia,28.3,254,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Cyprus,23.1,65,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Luxembourg,34.0,50,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Portugal,38.7,781,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Hungary,43.0,500,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Lithuania,64.0,186,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Croatia,52.1,332,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Czech Republic,51.2,1399,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Italy,47.9,852,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Poland,60.5,362,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Latvia,62.8,78,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Slovakia,62.7,378,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Romania,60.8,102,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Bulgaria,74.8,127,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,KLEBSIELLA PNEUMONIAE,Greece,70.9,1459,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Iceland,0.0,30,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Finland,2.2,546,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Sweden,3.6,1300,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Norway,4.0,645,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Netherlands,7.5,644,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Austria,10.7,941,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Denmark,11.5,529,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,United Kingdom,13.6,1077,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Belgium,15.3,594,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Germany,16.0,746,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Ireland,19.3,316,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Spain,19.8,1241,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Estonia,23.3,90,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Malta,27.5,69,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,France,28.0,1938,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Slovenia,29.0,245,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Cyprus,30.9,68,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Luxembourg,34.0,53,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Portugal,37.0,911,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Hungary,37.3,557,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Lithuania,44.1,145,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Croatia,50.0,376,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Czech Republic,52.0,1291,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Italy,55.1,1441,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Poland,65.2,376,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Latvia,66.3,92,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Slovakia,66.4,488,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Romania,67.3,214,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Bulgaria,69.6,138,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,KLEBSIELLA PNEUMONIAE,Greece,70.1,1208,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,KLEBSIELLA PNEUMONIAE,Iceland,0.0,27,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Finland,3.8,372,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Norway,1.7,471,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Sweden,1.2,642,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Denmark,6.1,799,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Austria,5.6,720,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Netherlands,6.5,644,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,United Kingdom,4.9,797,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Germany,10.5,478,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Belgium,2.3,133,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Estonia,25.8,66,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Spain,8.7,1161,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Ireland,6.9,318,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Slovenia,23.0,196,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Cyprus,19.4,67,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Malta,12.3,57,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,France,17.7,1542,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Luxembourg,5.1,59,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Portugal,26.8,596,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Hungary,47.9,514,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Italy,29.1,735,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Lithuania,51.9,81,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Latvia,54.7,64,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Croatia,49.5,281,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Czech Republic,46.7,1245,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Bulgaria,68.5,127,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Romania,70.6,17,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Poland,31.2,231,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,KLEBSIELLA PNEUMONIAE,Greece,61.7,1687,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Iceland,0.0,26,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Finland,1.2,404,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Norway,2.8,426,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Sweden,1.8,800,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Denmark,5.8,908,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Austria,7.2,790,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Netherlands,8.1,729,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,United Kingdom,4.3,979,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Germany,8.9,518,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Belgium,8.1,608,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Estonia,12.2,90,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Spain,10.5,1145,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Ireland,7.6,304,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Slovenia,22.0,232,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Cyprus,27.7,83,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Malta,9.6,52,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,France,23.6,1688,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Luxembourg,29.2,48,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Portugal,31.5,619,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Hungary,53.0,430,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Italy,34.6,661,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Lithuania,55.5,137,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Latvia,33.8,65,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Croatia,44.0,300,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Czech Republic,44.7,1283,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Bulgaria,71.7,120,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Romania,50.0,10,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Poland,47.5,383,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Greece,69.0,1649,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,KLEBSIELLA PNEUMONIAE,Slovakia,66.3,466,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Iceland,0.0,16,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Finland,0.4,516,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Norway,2.4,622,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Sweden,2.5,976,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Denmark,6.0,902,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Austria,5.4,858,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Netherlands,6.3,685,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,United Kingdom,6.1,1059,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Germany,8.3,663,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Belgium,10.7,503,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Estonia,13.2,91,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Spain,14.1,1153,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Ireland,9.2,338,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Slovenia,20.5,254,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Cyprus,18.5,65,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Malta,26.3,57,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,France,23.6,1119,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Luxembourg,26.0,50,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Portugal,31.8,780,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Hungary,41.0,500,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Italy,42.4,868,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Lithuania,63.4,186,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Latvia,51.3,78,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Croatia,46.1,332,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Czech Republic,54.4,1399,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Bulgaria,54.3,127,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Romania,54.5,99,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Poland,51.8,369,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Greece,62.9,1432,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,KLEBSIELLA PNEUMONIAE,Slovakia,63.0,378,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
